Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude,Known_For2,Known_For22,Average_Rating,Total_Reviews,Known_For,Category_Encoded,Locality_Encoded
Odisha Hotel,Odia,-0.5817863988154403," Sainik Farms, New Delhi",4.3,-0.3608349444606634,4.0,-0.3534795631553461,https://www.zomato.com/ncr/odisha-hotel-sainik-farms-new-delhi,"A1-A, Keher Singh Estate, Sainik Farms, New Delhi",91787411,28.52655231,77.19404619,"Dahi Baigan, Curry Crab, Masala Prawn, Mutton Platter, Mutton Thali, Chicken Pakora","Relaxed Atmosphere, Family Place, Friendly Staff, Family Crowd, Preparation, Good Ambience",4.15,1238,"Dahi Baigan, Curry Crab, Masala Prawn, Mutton Platter, Mutton Thali, Chicken Pakora, Relaxed Atmosphere, Family Place, Friendly Staff, Family Crowd, Preparation, Good Ambience",1140,263
Lockup,"North Indian, Chinese, Biryani, Continental, Italian, Beverages, Desserts",-0.20631961913394903," Sector 23, Gurgaon",4.3,0.5587946013770335,3.7,0.7323657394113351,https://www.zomato.com/ncr/lockup-sector-23,"K137, Sector 23A, Near Sector 23, Gurgaon",91818411,28.504008,77.052459,Unknown,Unknown,4.0,9033,"Unknown, Unknown",808,299
Waffle Nation,Desserts,-1.0323465344332297," Vijay Nagar, New Delhi",4.3,-0.2352882487831621,4.2,0.08738995818751692,https://www.zomato.com/ncr/waffle-nation-vijay-nagar-new-delhi,"G24AB, Hudson Lane, Vijay Nagar, New Delhi",91964311,28.69506189,77.20314927,Unknown,Unknown,4.25,4166,"Unknown, Unknown",479,405
The Curry King,"North Indian, Chinese",-0.6568797547517385," Saket, New Delhi",4.3,-0.17879223572828654,3.9,0.5789720348700327,https://www.zomato.com/ncr/the-curry-king-saket-new-delhi,"2nd Floor, Mata Dhan Kaur Complex, Ignou Road, Opposite Nirmal Medical Center, Saket, New Delhi",91997111,28.51634789,77.20549774,"Chicken Masala Momo, Ra Ra Chicken, Punjabi Dal Tadka, Chicken Dhaniya Adraki, Paneer Lababadar, Mutton Masala","Rooftop Ambience, Good Crowd, Great Recommendations, Quick Delivery, Reasonable Prices, Good Quality Food",4.1,7351,"Chicken Masala Momo, Ra Ra Chicken, Punjabi Dal Tadka, Chicken Dhaniya Adraki, Paneer Lababadar, Mutton Masala, Rooftop Ambience, Good Crowd, Great Recommendations, Quick Delivery, Reasonable Prices, Good Quality Food",801,264
Cervesia,"North Indian, Continental, Chinese",1.370640855528314," Sector 29, Gurgaon",4.3,0.7366524202534936,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/cervesia-sector-29,"SCO 22, 1st Floor, Sector 29, Gurgaon",9172911,28.46968012,77.06282482,"Nutella Waffles, Tacos, Cocktails, Dessert, Brownie, Drinks","Rooftop Seating, Dj, Food Menu, Beautiful Place, Lovely Place, Live Music",4.13214971209213,1443,"Nutella Waffles, Tacos, Cocktails, Dessert, Brownie, Drinks, Rooftop Seating, Dj, Food Menu, Beautiful Place, Lovely Place, Live Music",940,304
Chaayos - Meri Wali Chai,"Street Food, Fast Food, Beverages, Desserts",-0.7319731106880367," Connaught Place, New Delhi",4.3,-0.14845178427289038,4.1,-0.21955445571038096,https://www.zomato.com/ncr/chaayos-meri-wali-chai-1-connaught-place-new-delhi,"M-66, Plot 3, 1st Floor, M Block, Connaught Place, New Delhi",18001202424,28.63148494,77.22224157,"Hot Ginger Tea, Chana Samosa, Chaai, Modinagar Shikanji, Banana Walnut Cake, Bhel Puri","Reasonable Rate, New Menu, Fancy Crowd, Cleanliness, Decoration, Interior",4.199999999999999,2294,"Hot Ginger Tea, Chana Samosa, Chaai, Modinagar Shikanji, Banana Walnut Cake, Bhel Puri, Reasonable Rate, New Menu, Fancy Crowd, Cleanliness, Decoration, Interior",1238,53
Lub Lub Lebanese,"Lebanese, Fast Food, Beverages",-0.6568797547517385," Baani Square, Sector 50, Gurgaon",4.3,0.09217938244232039,4.0,1.7748777129571365,https://www.zomato.com/ncr/lub-lub-lebanese-sector-50,"Shop G-24, Ground Floor, Baani Square, Mayfield Garden, Sector 50, Gurgaon",91981211,28.42550221,77.05752511,Unknown,Unknown,4.15,15227,"Unknown, Unknown",679,27
Coastal Reef,"Kerala, Andhra, Seafood, South Indian",0.31933387242013866," Baani Square, Sector 50, Gurgaon",4.3,0.07020871069875767,4.1,0.9044430169725095,https://www.zomato.com/ncr/coastal-reef-sector-50,"Shop 54-55, Bani Square, Sector 50, Gurgaon",91991111,28.42538221,77.05716804,"Chettinad Gravy, Egg Appam, Chicken Chettinadu, Mutton Sukka, Sea Food Platter, Chicken Dosa","Ample Seating Area, Relaxed Atmosphere, Gastronomical Experience, More Variety, Authenticity, Packed on Weekends",4.199999999999999,9662,"Chettinad Gravy, Egg Appam, Chicken Chettinadu, Mutton Sukka, Sea Food Platter, Chicken Dosa, Ample Seating Area, Relaxed Atmosphere, Gastronomical Experience, More Variety, Authenticity, Packed on Weekends",668,27
The Spice Lab,"North Indian, Mughlai, Beverages, Biryani, Desserts",0.018960448674945694," Baani Square, Sector 50, Gurgaon",4.3,0.28886920567040575,4.0,1.6492738607227024,https://www.zomato.com/ncr/the-spice-lab-sector-50,"Near Khasra 85, Samaspur, Sector 50, Gurgaon",91852711,28.42801198,77.06518047,The Spice Lab celebrates their Kebab Festival.Delicious kebabs starting at  ₹ 209. ,"Masala Shikanji, Soya Malai, Shahi Tukda, Galouti Kebab, Panneer Butter Masala, Dahi Kebab",4.15,14615,"The Spice Lab celebrates their Kebab Festival.Delicious kebabs starting at  ₹ 209. , Masala Shikanji, Soya Malai, Shahi Tukda, Galouti Kebab, Panneer Butter Masala, Dahi Kebab",1038,27
Sandburg Shakes,"Burger, Sandwich, Continental, Fast Food, Beverages",-0.35650633100654555," Baani Square, Sector 50, Gurgaon",4.3,0.09741049476221628,4.1,1.6335733791933982,https://www.zomato.com/ncr/sandburg-shakes-sector-50,"G-28, Baani Square, Sector 50, Gurgaon",91124411,28.42543616,77.0575593,"Betel Blast, Breadwiches, Choco Hazelnut, Croissant, Potato Wedges, Bacon","Cosy Place, Great Quality, Owner, Best Places, Meals, Amazing Taste",4.199999999999999,14332,"Betel Blast, Breadwiches, Choco Hazelnut, Croissant, Potato Wedges, Bacon, Cosy Place, Great Quality, Owner, Best Places, Meals, Amazing Taste",156,27
Culinaire,"Chinese, Thai",-0.28141297507024726," Greater Kailash 2 (GK2), New Delhi",4.3,0.48242036150655354,4.1,1.0627038707878962,https://www.zomato.com/ncr/culinaire-greater-kailash-gk-2-new-delhi,"Shop 2, Chandan Market, S Block, Greater Kailash (GK) 2, New Delhi",91114211,28.53075636,77.24593285,"Phad Thai, Thai Green Curry, Sea Food, Seafood, Chicken Momo, Chopsuey","Excellent Variety, Chinese, Comfortable Seating Area, Cosy Place, Comfort Food, Servings",4.199999999999999,11064,"Phad Thai, Thai Green Curry, Sea Food, Seafood, Chicken Momo, Chopsuey, Excellent Variety, Chinese, Comfortable Seating Area, Cosy Place, Comfort Food, Servings",378,108
London Grill Co.,"Burger, Wraps, Sandwich, Healthy Food, Fast Food, Continental, Beverages, American",-0.7319731106880367," Paschim Vihar, New Delhi",4.3,0.19994029623217566,4.0,0.9166893925653669,https://www.zomato.com/ncr/london-grill-co-paschim-vihar-new-delhi,"36, Ground Floor, DDA Gol Market, Rohtak Road, Block A4, Paschim Vihar, New Delhi",91114611,28.67685434,77.11139493,"Pink Mojito, Herb Chilli Burger, Snacker Burger, Frappe, Wraps, Tacos","Nice Crowd, Low Price, Great Recommendations, Owner, Amazing Taste, Concept",4.15,9864,"Pink Mojito, Herb Chilli Burger, Snacker Burger, Frappe, Wraps, Tacos, Nice Crowd, Low Price, Great Recommendations, Owner, Amazing Taste, Concept",160,230
Stop My Starvation,"European, Sandwich, Desserts, Beverages",-0.8821598225606332," Malviya Nagar, New Delhi",4.3,-0.23738069371112047,4.2,0.8964357713925644,https://www.zomato.com/ncr/stop-my-starvation-malviya-nagar-new-delhi,"6, Corner Market, Near Hanuman Temple, Malviya Nagar, New Delhi",91997211,28.53900609,77.21352674,"Nutella Factory Waffle, Chicken Tikka Waffle, Mushroom Crepe, Crepes, Pancake, Savoury","Table Service, Manager, Customer Service, Friendly Staff, Awesome Place, Quick Service",4.25,9317,"Nutella Factory Waffle, Chicken Tikka Waffle, Mushroom Crepe, Crepes, Pancake, Savoury, Table Service, Manager, Customer Service, Friendly Staff, Awesome Place, Quick Service",517,184
Magadh & Awadh,"North Indian, Lucknowi, Mughlai, Awadhi",-0.35650633100654555," Sector 49, Gurgaon",4.3,-0.19239312776001583,4.0,0.1983923625996979,https://www.zomato.com/ncr/magadh-awadh-sector-49,"D31, 31A, Unitech Rodeo Drive, Sector 49, Gurgaon",91839811,28.42007823,77.05183212,"Sarson Wali Machli, Bhuna Maans, Litti Platter, Machli Tikka, Sattu Cooler, Lithi Chokha","Great Customer Service, Wait Staff, Hospitable Staff, Parking Space, Great Location, Authentic Food",4.15,4914,"Sarson Wali Machli, Bhuna Maans, Litti Platter, Machli Tikka, Sattu Cooler, Lithi Chokha, Great Customer Service, Wait Staff, Hospitable Staff, Parking Space, Great Location, Authentic Food",1022,322
Brioche Dorée,"Cafe, Bakery, Continental, Italian, Beverages",-0.7319731106880367," Pandav Nagar, New Delhi",4.3,-0.2687673676304958,3.9,-0.47311723240864445,https://www.zomato.com/ncr/brioche-dorée-pandav-nagar-new-delhi,"Shop 09, Upper Ground & Ground Floor, Parsavnath Mall, Akshardham Metro Station, Pandav Nagar, New Delhi",919911,28.617441,77.279724,"Viennoiseries, Blueberry Tart, Mango Mint Smoothie, Pizza Puff, Croissant, Quiche","Quiet, Lovely Ambience, Packed on Weekends, Vibe, Courteous Staff, Cafe",4.1,564,"Viennoiseries, Blueberry Tart, Mango Mint Smoothie, Pizza Puff, Croissant, Quiche, Quiet, Lovely Ambience, Packed on Weekends, Vibe, Courteous Staff, Cafe",170,226
Zauk,"Mughlai, North Indian, Kebab, Rolls, Biryani",-0.8821598225606332," Ansal Plaza Mall, Knowledge Park, Greater Noida",4.3,0.3589661107570106,4.0,3.0780176798893883,https://www.zomato.com/ncr/zauk-knowledge-park,"AF-28, Ansal Plaza Mall, Pari Chowk, Knowledge Park, Noida",91981111,28.46395836,77.50738822,"Murg Irani, Chicken Tikka Biryani, Authentic Mughlai Food, Tandoori Butter Roti, Shahi Tukda, Soya Tikka","Themed Decor, Comfortable Seating Area, Food Delivery, Best Restaurant, Good Packaging, Authentic Taste",4.15,23782,"Murg Irani, Chicken Tikka Biryani, Authentic Mughlai Food, Tandoori Butter Roti, Shahi Tukda, Soya Tikka, Themed Decor, Comfortable Seating Area, Food Delivery, Best Restaurant, Good Packaging, Authentic Taste",756,18
Blackmail,"North Indian, Chinese, Mughlai, Italian",0.9200807199105246," Kamla Nagar, New Delhi",4.3,0.5870426079044713,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/blackmail-kamla-nagar-new-delhi,"2/11, 1st Floor, Roop Nagar, Kamla Nagar, New Delhi",91971111,28.68203775,77.19900325,"Thai Spring Roll, Butter Chicken Pizza, Handi Chicken, Pasta, Pizza, Naan","Jain Food Options, Keto Options, Good for Large Groups, Great Buffet Spread, Fancy Crowd, Family Place",4.13214971209213,1300,"Thai Spring Roll, Butter Chicken Pizza, Handi Chicken, Pasta, Pizza, Naan, Jain Food Options, Keto Options, Good for Large Groups, Great Buffet Spread, Fancy Crowd, Family Place",898,148
House of Nawabs,"North Indian, Mughlai",-0.5817863988154403," Yusuf Sarai, New Delhi",4.3,-0.535554095945186,4.0,0.030711219866728614,https://www.zomato.com/ncr/house-of-nawabs-yusuf-sarai-new-delhi,"49, Yusuf Sarai Market, Near Green Park Metro Station, Yusuf Sarai, New Delhi",91114611,28.5602557,77.20729496,Unknown,Unknown,4.15,3518,"Unknown, Unknown",1032,417
Tangy House,"Chinese, North Indian, Continental",1.370640855528314," Sushant Lok, Gurgaon",4.3,-0.30329270894180865,3.8,-0.4241317300372152,https://www.zomato.com/ncr/tangy-house-sushant-lok,"Shop 8 & 9, Bestech Chamber, Phase 1, Sushant Lok, Gurgaon",91935511,28.46048028,77.07891539,"Chocolate Money Bag, Chilli Mushroom, Honey Chilli Potatoes, Mocktails, Dimsums, Starter","Family Place, Great Music, Beautiful Place, Courteous Staff, Awesome Place, Good Quantity",4.05,843,"Chocolate Money Bag, Chilli Mushroom, Honey Chilli Potatoes, Mocktails, Dimsums, Starter, Family Place, Great Music, Beautiful Place, Courteous Staff, Awesome Place, Good Quantity",347,374
Burgrill - Grilling Burgers For India,"Healthy Food, Fast Food, Burger, Beverages",-0.7319731106880367," Greater Kailash 2 (GK2), New Delhi",4.3,-0.22691846907132868,4.3,0.38569910724429746,https://www.zomato.com/ncr/burgrill-grilling-burgers-for-india-greater-kailash-gk-2-new-delhi,"Shop 1, E-578, Savitri Cinema Road, Greater Kailash 2 (GK 2), New Delhi",91114311,28.54042015,77.24018421,"Chicken Quarter Pounder Burger, Iced Lemon Tea, Mexican Fries, Peri Fries, Cheese Fries, Rice Bowl","Cute Little Place, Nice Crowd, Great Recommendations, Low Price, Polite Staff, Friendly Staff",4.3,6074,"Chicken Quarter Pounder Burger, Iced Lemon Tea, Mexican Fries, Peri Fries, Cheese Fries, Rice Bowl, Cute Little Place, Nice Crowd, Great Recommendations, Low Price, Polite Staff, Friendly Staff",597,108
L'Opéra Salon de Thé,"Cafe, Bakery, Desserts, Fast Food, French, Coffee, Tea",1.0702674317831211," Epicuria Food Mall, Nehru Place, New Delhi",4.3,-0.41000740026768473,4.2,-0.3070061378286056,https://www.zomato.com/ncr/lopéra-salon-de-thé-1-nehru-place-new-delhi,"S 5, Epicuria Mall, Nehru Place Metro Station, Nehru Place, New Delhi",919611,28.55126844,77.25198258,"Royal Chocolate, Raspberry Mousse, Baguette, Macaroon, Croissant, Blueberry Cheesecake","Pretty Decor, Outdoor, Chef, Perfect Place, Ambiance, Presentation",4.25,1487,"Royal Chocolate, Raspberry Mousse, Baguette, Macaroon, Croissant, Blueberry Cheesecake, Pretty Decor, Outdoor, Chef, Perfect Place, Ambiance, Presentation",173,89
Café Resto - Jaypee Siddharth,"European, Continental, North Indian, Desserts, Italian",3.0226946861268753," Jaypee Siddharth, Rajendra Place, New Delhi",4.3,0.27108342378275974,3.5,-0.48316554058739913,https://www.zomato.com/ncr/café-resto-jaypee-siddharth-rajendra-place-new-delhi,"3, Jaypee Siddharth, Rajendra Place, New Delhi",91114411,28.6427402,77.17537466,"Burger Samosa, Chocolate Truffle Cake, Buffet, Cappuccino, Salads, Dosa","Romantic Dining, Intimate Setting, Nice Hotel, Best Hotel, Sophisticated, Breakfasts",3.9,1016,"Burger Samosa, Chocolate Truffle Cake, Buffet, Cappuccino, Salads, Dosa, Romantic Dining, Intimate Setting, Nice Hotel, Best Hotel, Sophisticated, Breakfasts",505,145
Poppins Hotal,"North Indian, Goan, South Indian",-0.28141297507024726," Cross Point Mall, DLF Phase 4, Gurgaon",4.3,-0.49265897492203975,3.9,-0.47107616980983485,https://www.zomato.com/ncr/poppins-hotal-dlf-phase-4,"105-107, 1st Floor, Cross Point Mall, DLF Phase 4, Gurgaon",91742911,28.46826393,77.08309662,"Kebab Pav, Mutton Pepper Fry, Paneer Kofta, Tawa Fish, Fish Fry, Pork","Vibrant Decor, Service and Quality of Food, Ambience is very Nice, Unique Menu, Great Hospitality, Reasonable Rates",4.1,363,"Kebab Pav, Mutton Pepper Fry, Paneer Kofta, Tawa Fish, Fish Fry, Pork, Vibrant Decor, Service and Quality of Food, Ambience is very Nice, Unique Menu, Great Hospitality, Reasonable Rates",995,57
Wat-A-Burger - India Ka Burger,"Burger, Fast Food, Beverages",-1.0323465344332297," Sector 18, Noida",4.3,0.561933268768971,4.0,2.1202883066018297,https://www.zomato.com/ncr/wat-a-burger-india-ka-burger-sector-18-noida,"G-28, Savitri Market, Sector 18, Noida",91931111,28.56992709,77.32647456,"Mud Pie Shake, Crispy Potato Wedges, Paneer Maharaja, Corn Cheese Nuggets, Coleslaw Sandwich, Bbq Chicken Sandwich","Free Wifi, Pocket Friendly Prices, Cheap Prices, Elegantly Decorated, Comfortable Seating, Good Crowd",4.15,17876,"Mud Pie Shake, Crispy Potato Wedges, Paneer Maharaja, Corn Cheese Nuggets, Coleslaw Sandwich, Bbq Chicken Sandwich, Free Wifi, Pocket Friendly Prices, Cheap Prices, Elegantly Decorated, Comfortable Seating, Good Crowd",144,289
Krispy Kreme,"Desserts, Beverages",-1.0323465344332297," Select Citywalk Mall, Saket, New Delhi",4.3,0.19366296144830059,4.2,0.05300590363834063,https://www.zomato.com/ncr/krispy-kreme-saket-new-delhi,"Shop 13 B, 2nd Floor, Select City Walk Mall, Saket, New Delhi",91971711,28.52870974,77.21966129,"Original Glazed, Caramel Donut, Chocolate Decadence, Donuts, Latte, Coffees","Combo, Good Taste, Best Place, Ambiance, Good Service, Staff",4.25,4357,"Original Glazed, Caramel Donut, Chocolate Decadence, Donuts, Latte, Coffees, Combo, Good Taste, Best Place, Ambiance, Good Service, Staff",484,348
Morellos - (Mess)Merising Shakes,"Cafe, Beverages",-0.1312262631976508," Sector 57, Gurgaon",4.3,-0.29387670676599603,3.9,-0.3599167605823609,https://www.zomato.com/ncr/morellos-messmerising-shakes-sector-57,"353, Housing Board Colony, Opposite Lotus Valley School, Sector 57, Gurgaon",91982211,28.41897,77.06922,"Peri Fries, Kitkat Shake, Shakes, Nachos, Brownie, White Sauce Pasta","Cozy Place, Concept, Owner, Preparation, Great Ambience, Presentation",4.1,1261,"Peri Fries, Kitkat Shake, Shakes, Nachos, Brownie, White Sauce Pasta, Cozy Place, Concept, Owner, Preparation, Great Ambience, Presentation",180,333
Pizzeria By Crepe-fe,"Desserts, Fast Food, American, Beverages, Pizza, Ice Cream",-0.4315996869428438," Baani Square, Sector 50, Gurgaon",4.3,-0.3168936009735379,4.3,0.11439478641792021,https://www.zomato.com/ncr/pizzeria-by-crepe-fe-ardee-city,"Plot 102, D Block, Sector 52, Ardee City, Gurgaon",91846811,28.4377836,77.0723426,"Nutella Croissant, Nutella Crepe, Bagels, Gelato, Crepes, Choco Fudge","Decor, Concept, Courteous Staff, Amazing Food, Amazing Place, Packing",4.3,4260,"Nutella Croissant, Nutella Crepe, Bagels, Gelato, Crepes, Choco Fudge, Decor, Concept, Courteous Staff, Amazing Food, Amazing Place, Packing",489,27
Pita Pit,"Healthy Food, Fast Food, Salad, Beverages",-0.7319731106880367," Cyber Hub, DLF Cyber City, Gurgaon",4.3,0.349550108581198,4.0,0.5447449851361494,https://www.zomato.com/ncr/pita-pit-dlf-cyber-city,"K3-B, Ground Floor, Cyber Hub, Near DLF Cyber City, Gurgaon",9193111,28.49474579,77.08855089,"Chocolate Chunk Cookie, Pita Sandwich, Chicken Caesar, Chicken Ham, Wraps, Hummus","Quick Service Restaurant, Healthy Options, Not very Crowded, Healthy Food, Economical, Fresh",4.15,7638,"Chocolate Chunk Cookie, Pita Sandwich, Chicken Caesar, Chicken Ham, Wraps, Hummus, Quick Service Restaurant, Healthy Options, Not very Crowded, Healthy Food, Economical, Fresh",599,66
Oriental Fusion,"Asian, Chinese, Thai",-0.506693042879142," Baani Square, Sector 50, Gurgaon",4.3,-0.02499753352334747,4.0,0.8162063107778197,https://www.zomato.com/ncr/oriental-fusion-sector-50,"S 33, 2nd Floor, Block C, Baani Square, Sector 50, Gurgaon",91124411,28.42540049,77.05756668,"Chinese Spring Rolls, Fortune Cookie, Egg Noodles, Chicken Lollypop, Chicken Dimsums, Pan Fried Noodles","Courteous Staff and Service, Fresh and Tasty, Tasty Stuff, Worth the Price, Good for Large Groups, Relaxed Atmosphere",4.15,9009,"Chinese Spring Rolls, Fortune Cookie, Egg Noodles, Chicken Lollypop, Chicken Dimsums, Pan Fried Noodles, Courteous Staff and Service, Fresh and Tasty, Tasty Stuff, Worth the Price, Good for Large Groups, Relaxed Atmosphere",23,27
Milestone,"North Indian, Mughlai, Biryani, Rolls, Momos",-0.5817863988154403," Sector 25, Noida",4.3,0.04405314909927824,3.9,0.6500952161977809,https://www.zomato.com/milestone,"Sector 25, Noida",91981111,28.5861442,77.34103527,"Palak Gravy, Soya Chaap Biryani, Chicken Seekh, Panneer Butter Masala, Achari Chaap, Tandoori Chaap","Freshly Prepared, Bookshelf, Intimate Seating, Tasty Stuff, Delivery on Time, Many Choices",4.1,8017,"Palak Gravy, Soya Chaap Biryani, Chicken Seekh, Panneer Butter Masala, Achari Chaap, Tandoori Chaap, Freshly Prepared, Bookshelf, Intimate Seating, Tasty Stuff, Delivery on Time, Many Choices",1049,300
Bakerz Lodge,"Bakery, Desserts, Fast Food",-0.7319731106880367," Punjabi Bagh, New Delhi",4.3,-0.4162847350515598,4.3,-0.12017040762988512,https://www.zomato.com/ncr/bakerz-lodge-punjabi-bagh-new-delhi,"19, NWA, Club Road, Punjabi Bagh, New Delhi",91783811,28.66669975,77.12194137,"Choco Truffle, Pastries, Cakes, Desserts, Brownie, Cheesecake","Sitting Area, Theme, Good Quality Food, Decor, Owner, Courteous Staff",4.3,2671,"Choco Truffle, Pastries, Cakes, Desserts, Brownie, Cheesecake, Sitting Area, Theme, Good Quality Food, Decor, Owner, Courteous Staff",76,238
