Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude,Known_For2,Known_For22,Average_Rating,Total_Reviews,Known_For,Category_Encoded,Locality_Encoded
Concept Shawarma,"North Indian, Chinese",-0.506693042879142," Flyover Market, Defence Colony, New Delhi",4.3,0.6079670571840547,4.2,3.0780176798893883,https://www.zomato.com/ncr/concept-shawarma-defence-colony-new-delhi,"Shop 43-45, Flyover Market, Defence Colony, New Delhi",91114111,28.5777424,77.2386319,"Chicken Shawarama, Lebanese Shawarma, Chicken Stuffing, Kali Mirch Chicken, Boneless Chicken, Chicken Fry","Pocket Friendly, Cute Little Place, Inexpensive, Prompt Service, Great Ambiance, Great Recommendations",4.25,24020,"Chicken Shawarama, Lebanese Shawarma, Chicken Stuffing, Kali Mirch Chicken, Boneless Chicken, Chicken Fry, Pocket Friendly, Cute Little Place, Inexpensive, Prompt Service, Great Ambiance, Great Recommendations",801,93
Spice Market,"North Indian, Mughlai, Biryani, Hyderabadi, Beverages",-0.20631961913394903," Southern Park Mall, Saket, New Delhi",4.3,-0.0019806393158055663,4.1,0.9496604037769057,https://www.zomato.com/ncr/spice-market-saket-new-delhi,"17, Ground Floor, Southern Park Mall, District Centre, Saket, New Delhi",91991111,28.527829,77.218939,Unknown,Unknown,4.199999999999999,9881,"Unknown, Unknown",1045,364
Shawarma House,"Lebanese, Middle Eastern, Wraps, Mediterranean",-0.7319731106880367," Central Plaza Mall, Golf Course Road, Gurgaon",4.3,0.9908844790004337,4.0,2.7012061231860867,https://www.zomato.com/ncr/shawarma-house-golf-course-road,"2, Central Plaza Mall, Golf Course Road, Gurgaon",91965511,28.44266546,77.10111469,"Lamb Shawarma Wrap, Fatoush Salad, Chicken Poppers, Hummus Pita Bread, Couscous Salad, Fish Platter","Bang for the Buck, Office Crowd, Cozy Ambiance, Pocket Friendly, Delivery Timing, Serving Size",4.15,21986,"Lamb Shawarma Wrap, Fatoush Salad, Chicken Poppers, Hummus Pita Bread, Couscous Salad, Fish Platter, Bang for the Buck, Office Crowd, Cozy Ambiance, Pocket Friendly, Delivery Timing, Serving Size",681,37
The Beer Cafe,"North Indian, Finger Food, Fast Food",1.2204541436557177," Unity One Mall, Janakpuri, New Delhi",4.3,0.6226141716797633,3.9,-0.47610032389921225,https://www.zomato.com/ncr/the-beer-cafe-janakpuri-new-delhi,"Unit 206, 2nd Floor, Unity One Mall, Janakpuri, New Delhi",91892911,28.62880727,77.07651213,"Beer Cocktail, Corn Bhel, Beers, Virgin Mojito, Chicken Malai Tikka, French Fries","Good Server, Great Host, Crew, Staff Behavior, Brilliant Service, Amazing Hospitality",4.1,1397,"Beer Cocktail, Corn Bhel, Beers, Virgin Mojito, Chicken Malai Tikka, French Fries, Good Server, Great Host, Crew, Staff Behavior, Brilliant Service, Amazing Hospitality",994,396
Fat Jar Cafe & Market,"Fast Food, Italian, Tea, Beverages",1.2204541436557177," Kailash Colony, New Delhi",4.3,-0.15054422920084876,4.2,-0.4467404234394133,https://www.zomato.com/ncr/fat-jar-cafe-market-kailash-colony-new-delhi,"A 7, Kailash Colony, New Delhi",91114211,28.55409799,77.24358156,"Pesto Spaghetti, Potato Salad, Iced Latte, Pepperoni Pizza, Margarita Pizza, Cheese Sandwich","Romantic Seating, Quaint Little Place, Breakfast Menu, Ambience was Super Cool, Fancy Crowd, Serving Size",4.25,845,"Pesto Spaghetti, Potato Salad, Iced Latte, Pepperoni Pizza, Margarita Pizza, Cheese Sandwich, Romantic Seating, Quaint Little Place, Breakfast Menu, Ambience was Super Cool, Fancy Crowd, Serving Size",546,146
Biryani Birinj,"North Indian, Biryani, Rolls, Fast Food, Mughlai",-0.5817863988154403," Sector 7, Dwarka, New Delhi",4.3,-0.36292738938862174,4.1,-0.36980806394582255,https://www.zomato.com/ncr/biryani-birinj-sector-7-dwarka-new-delhi,"D-467, Ground Floor, Palam Extension, Sector 7, Dwarka, New Delhi",91880111,28.585159,77.068802,Unknown,Unknown,4.199999999999999,1132,"Unknown, Unknown",799,337
Brownie Point,"Bakery, Desserts",-0.8821598225606332," East Patel Nagar, New Delhi",4.3,-0.4518562988268518,4.3,-0.37655927100342335,https://www.zomato.com/ncr/brownie-point-east-patel-nagar-new-delhi,"18/47, Ground Floor, East Patel Nagar, New Delhi",9111411,28.64582592,77.17346326,"Chocolate Fudge Brownie, Brownies, Pastries, Chocolate, Cake, Coffee","Pretty Decor, Cozy, Pocket Friendly, Fancy Crowd, Owner, Courteous Staff",4.3,1004,"Chocolate Fudge Brownie, Brownies, Pastries, Chocolate, Cake, Coffee, Pretty Decor, Cozy, Pocket Friendly, Fancy Crowd, Owner, Courteous Staff",71,86
Punjab On My Plate,"North Indian, Beverages, Chinese, Mughlai, Pasta",0.46952058429273513," Baani Square, Sector 50, Gurgaon",4.3,0.12984339114557078,3.6,0.09414116524511774,https://www.zomato.com/ncr/punjab-on-my-plate-sector-50,"G-62, 75, 76, Baani Square, Sector 50, Gurgaon",9211,28.42546506,77.05757439,Unknown,Unknown,3.95,4558,"Unknown, Unknown",789,27
Nowhere Terrace Brewpub Cafe,"Cafe, Asian, North Indian, Italian, Continental",0.9200807199105246," Cross Point Mall, DLF Phase 4, Gurgaon",4.3,0.7063119687980974,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/nowhere-terrace-brewpub-cafe-dlf-phase-4,"2nd Floor, Cross Point Mall, Opposite Galleria Market, DLF Phase 4, Gurgaon",91920511,28.46828397,77.08367966,"Vodka Cocktail, Wheat Beer, Brewed Beer, Mezze Platter, Dahi Kebab, Cocktails","Live Band Performance, Rooftop Ambience, Superb Ambience, Live Music, Great Music, Outdoor Seating",4.13214971209213,1414,"Vodka Cocktail, Wheat Beer, Brewed Beer, Mezze Platter, Dahi Kebab, Cocktails, Live Band Performance, Rooftop Ambience, Superb Ambience, Live Music, Great Music, Outdoor Seating",167,57
City Of Joy,Bengali,0.018960448674945694," Alaknanda, New Delhi",4.3,0.03568336938744482,4.1,-0.16350373665076484,https://www.zomato.com/ncr/city-of-joy-alaknanda-new-delhi,"2, 1st Floor, Aravali Shopping Complex, Alaknanda, New Delhi",918811,28.53288631,77.25298572,Unknown,Unknown,4.199999999999999,2827,"Unknown, Unknown",108,6
Bisque Bakery,"Bakery, Fast Food, European",-0.5817863988154403," Central Arcade, DLF Phase 2, Gurgaon, Gurgaon",4.3,-0.10451044078576495,3.964299424184261,-0.48552061281679476,https://www.zomato.com/ncr/bisque-bakery-dlf-phase-2,"133/134, Central Arcade, DLF Phase 2, Gurgaon",91124411,28.48097037,77.08572987,"Chicken Stroganoff, Croissant, Sizzlers, Chocolate Truffle Cake, Cookies, Pastries","Meals, Best Places, Nice Place, Good Place, Location, Tasty Food",4.13214971209213,642,"Chicken Stroganoff, Croissant, Sizzlers, Chocolate Truffle Cake, Cookies, Pastries, Meals, Best Places, Nice Place, Good Place, Location, Tasty Food",90,36
Donald's Pastry Shop,Bakery,-1.0323465344332297," Raj Nagar, Ghaziabad",4.3,-0.1944855726879742,3.964299424184261,-0.4841075694791574,https://www.zomato.com/ncr/donalds-pastry-shop-raj-nagar-ghaziabad,"R-2, Rajkunj, Near IMT College, Raj Nagar, Ghaziabad",91120311,28.67672374,77.45046906,"German Chocolate, Truffle Pastry, Pastries, Chocolate Truffle, Cakes, Cookies","Fancy Crowd, Reasonable Price, Best Place, Good Place, Food Quality, Prices",4.13214971209213,565,"German Chocolate, Truffle Pastry, Pastries, Chocolate Truffle, Cakes, Cookies, Fancy Crowd, Reasonable Price, Best Place, Good Place, Food Quality, Prices",62,251
The Food Stories,"North Indian, Chinese, Fast Food, Sandwich, Burger, Beverages",-0.6568797547517385," Gaur City 1, Greater Noida",4.3,0.07439360055467438,3.9,1.884781083662266,https://www.zomato.com/ncr/the-food-stories-gaur-city-1-greater-noida,"316, 3rd Floor, City Plaza, Greater Noida West, Gaur City 1, Greater Noida",9211,28.614934,77.42766291,"Rajma Chawal, Noodle, Egg Curry, Honey Chilli Potatoes, White Sauce Pasta, Manchurian","Economical, Chirpy Crowd, Casual Seating Area, Cozy Ambiance, Nice Crowd, Staff Behaviour",4.1,15910,"Rajma Chawal, Noodle, Egg Curry, Honey Chilli Potatoes, White Sauce Pasta, Manchurian, Economical, Chirpy Crowd, Casual Seating Area, Cozy Ambiance, Nice Crowd, Staff Behaviour",849,97
Nueva,"European, American, Asian",3.0226946861268753," Sangam Courtyard, RK Puram, New Delhi",4.3,0.25957497667898877,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/nueva-r-k-puram-new-delhi,"Ground Floor, Sangam Courtyard, R K Puram, New Delhi",91112611,28.572626,77.17340492,"It's innovative new style, Modern European, American and PAN Asian Cuisine.",Unknown,4.13214971209213,987,"It's innovative new style, Modern European, American and PAN Asian Cuisine., Unknown",496,266
Bikkgane Biryani,"Biryani, North Indian, Andhra, Kebab, Mughlai",0.018960448674945694," Sector 23, Gurgaon",4.3,0.46777324701084505,3.7,1.5079695269589644,https://www.zomato.com/ncr/bikkgane-biryani-sector-23,"HUDA Market, Sector 23, Gurgaon",91124411,28.51065482,77.04833854,"Extensive range of Hyderabadi biryanis and array of tikkas, kebabs, and curries to choose from",Unknown,4.0,13886,"Extensive range of Hyderabadi biryanis and array of tikkas, kebabs, and curries to choose from, Unknown",131,299
Side Wok,"Asian, Chinese, Japanese, Thai",1.5208275674009106," Golf Course Road, Gurgaon",4.3,-0.10241799585780659,4.1,0.510046920956387,https://www.zomato.com/ncr/side-wok-golf-course-road,"Ground Floor, MPD Tower, Opposite Magnolias, DLF 5, Golf Course Road, Gurgaon",91124411,28.45451866,77.0969338,"Chicken Aniseed, Fortune Cookie, Beijing Chicken, Pad Thai, Pan Fried Noodles, Sushi","Attentive Staff, Good for Large Groups, Chinese, Great Value, Decor, Portions",4.199999999999999,6985,"Chicken Aniseed, Fortune Cookie, Beijing Chicken, Pad Thai, Pan Fried Noodles, Sushi, Attentive Staff, Good for Large Groups, Chinese, Great Value, Decor, Portions",20,105
Cafe Diva,"European, Italian",2.271761126763893," M Block Market, Greater Kailash 2 (GK2), New Delhi",4.3,-0.15368289659278628,4.0,-0.32694574937082194,https://www.zomato.com/ncr/cafe-diva-greater-kailash-gk-2-new-delhi,"M - 8A, M Block Market, Greater Kailash 2 (GK 2), New Delhi",91114211,28.53421238,77.24317856,"New York Cheesecake, Ravioli, Mezze Platter, Tiramisu, Sangria, Wine","Relaxed Atmosphere, Fresh Ingredients, Lights, Server, Best Places, Excellent Service",4.15,1605,"New York Cheesecake, Ravioli, Mezze Platter, Tiramisu, Sangria, Wine, Relaxed Atmosphere, Fresh Ingredients, Lights, Server, Best Places, Excellent Service",508,175
Fabcafe By Fabindia,"North Indian, Sandwich, Wraps, Street Food, Desserts, Healthy Food, Beverages",0.018960448674945694," Vasant Kunj, New Delhi",4.3,-0.1986704625438909,4.3,-0.1578515633002153,https://www.zomato.com/ncr/fabcafe-by-fabindia-vasant-kunj-new-delhi,"Shop 10, Local Shopping Centre, Nelson Mandela Marg, Vasant Kunj, New Delhi",91114611,28.53375,77.152694,"Kokum Drink, Masala Chai, Chicken Momo, Grilled Fish, Smoothie, Chaat","Elegant Decor, Play Area, Healthy Food Options, Vegan, Cordial Staff, Courteous Service",4.3,2639,"Kokum Drink, Masala Chai, Chicken Momo, Grilled Fish, Smoothie, Chaat, Elegant Decor, Play Area, Healthy Food Options, Vegan, Cordial Staff, Courteous Service",1112,400
Fingerlickerz Bombaywala,"North Indian, South Indian, Fast Food, Street Food",-0.8821598225606332," Sector 11, Dwarka, New Delhi",4.3,0.08380960273048697,4.0,0.8052159737073068,https://www.zomato.com/ncr/fingerlickerz-bombaywala-sector-11-dwarka-new-delhi,"G-5, Plot 8, Ground Floor, Vikas Surya Arcade, Sector 11, Dwarka, New Delhi",91965511,28.59541227,77.04938393,"Pav Bhajis, Tawa Pulao, Pavbhaji, Amritsari Thali, Dabeli, Vada Paav","Plenty of Vegetarian Options, Outside Seating, Cordial Staff, Casual Seating Area, Drive through, Nice Crowd",4.15,9043,"Pav Bhajis, Tawa Pulao, Pavbhaji, Amritsari Thali, Dabeli, Vada Paav, Plenty of Vegetarian Options, Outside Seating, Cordial Staff, Casual Seating Area, Drive through, Nice Crowd",1126,271
Asia Kitchen By Mainland China,"Chinese, Asian, Sushi",1.2204541436557177," Ambience Mall, DLF Phase 3, Gurgaon",4.3,-0.31584737850955874,4.3,-0.456788731618168,https://www.zomato.com/ncr/asia-kitchen-by-mainland-china-dlf-phase-3,"R-314 B, 3rd Floor, Ambience Mall, DLF Phase 3, Gurgaon",91124411,28.50242232,77.09746052,"Szechwan Chicken, Nasi Goreng, Pan Fried Noodles, Pepper Chicken, Dumplings, Sushi","Ample Seating Area, Great Hospitality, More Variety, Host, Chinese, Server",4.3,623,"Szechwan Chicken, Nasi Goreng, Pan Fried Noodles, Pepper Chicken, Dumplings, Sushi, Ample Seating Area, Great Hospitality, More Variety, Host, Chinese, Server",309,10
Wai Yu Mun Ching,"Chinese, Thai",-0.5817863988154403," Supermart 1, DLF Phase 4, Gurgaon",4.3,0.2114487433359466,4.0,0.3959044202383452,https://www.zomato.com/ncr/wai-yu-mun-ching-dlf-phase-4,"Shop A-215, 216, Super Mart-1, DLF Phase 4, Gurgaon",91124411,28.46252912,77.08720308,Unknown,Unknown,4.15,6558,"Unknown, Unknown",378,371
Art of Spices,"North Indian, Rolls",-0.807066466624335," Karol Bagh, New Delhi",4.3,0.7481608673572646,4.0,1.3823656747245305,https://www.zomato.com/ncr/art-of-spices-karol-bagh-new-delhi,"B-1/3, Behind City Hospital, Pusa Road, Karol Bagh, New Delhi",91981111,28.64350523,77.19054323,"Mutton Egg Roll, Double Egg Double Chicken Roll, Chicken Tenders, Kathi Rolls, Veg Rolls, Soya Chaap Roll","Art, Serving Time, Economical, Street Food, Friendly Place, Tandoori",4.15,13354,"Mutton Egg Roll, Double Egg Double Chicken Roll, Chicken Tenders, Kathi Rolls, Veg Rolls, Soya Chaap Roll, Art, Serving Time, Economical, Street Food, Friendly Place, Tandoori",1105,151
Binge,"Bakery, Cafe, Desserts, Fast Food",-0.5817863988154403," Qutab Plaza, DLF Phase 1, Gurgaon",4.3,0.6487697332792427,4.2,0.2465928408946619,https://www.zomato.com/ncr/binge-dlf-phase-1,"C-4, Qutub Plaza, DLF Phase 1, Gurgaon",91920511,28.47098489,77.10208699,"Chilli Chicken Croissant, Almond Biscotti, Chocolate Croissant, Quiche, Chocolate Truffle Pastry, Carrot Cake","Design, Excellent Taste, Interior, Courteous Staff, Great Taste, Reasonable Price",4.25,6025,"Chilli Chicken Croissant, Almond Biscotti, Chocolate Croissant, Quiche, Chocolate Truffle Pastry, Carrot Cake, Design, Excellent Taste, Interior, Courteous Staff, Great Taste, Reasonable Price",64,239
After Stories,"Bar Food, North Indian, Continental",1.5208275674009106," Sector 29, Gurgaon",4.3,0.6550470680631177,3.5,-0.48238051651093394,https://www.zomato.com/ncr/after-stories-sector-29,"SCO 390, Near IFFCO Metro Station, Sector 29, Gurgaon",91971711,28.47227048,77.07201675,"Apple Cider Beer, Tawa Meat, Bheja Fry, Churros, Brewed Beer, Wheat Beer","Seating Options, Beautiful Decor, Outdoor, Band, Great Music, Dj",3.9,1388,"Apple Cider Beer, Tawa Meat, Bheja Fry, Churros, Brewed Beer, Wheat Beer, Seating Options, Beautiful Decor, Outdoor, Band, Great Music, Dj",103,304
Shagun,"Chinese, Thai, Tibetan, Japanese",-0.28141297507024726," Vijay Nagar, New Delhi",4.3,0.14344428317730007,4.0,1.5079695269589644,https://www.zomato.com/ncr/shagun-vijay-nagar-new-delhi,"F-16, Opposite NDPL Office, Vijay Nagar, New Delhi",9198111,28.69345992,77.20465466,"Steamed Pork Momo, Chicken Steamed Momos, Chilly Garlic Noodles, Soups, Honey Chilli Potato, Chilli Chicken","Chinese Restaurant, Comfortable Seating Area, Cozy, Authenticity, Good Value, Best Places",4.15,13576,"Steamed Pork Momo, Chicken Steamed Momos, Chilly Garlic Noodles, Soups, Honey Chilli Potato, Chilli Chicken, Chinese Restaurant, Comfortable Seating Area, Cozy, Authenticity, Good Value, Best Places",393,405
Rosebud - By The Nook,"North Indian, Continental, Chinese, Mughlai, Seafood, Pizza, Pasta",1.370640855528314," Sohna Road, Gurgaon",4.3,-0.12334244513739014,3.3,-0.48175249724976177,https://www.zomato.com/ncr/rosebud-by-the-nook-sohna-road,"Ground Floor, Tower A, Vatika Business Park, Sohna Road, Gurgaon",91704211,28.40610906,77.04498544,Unknown,Unknown,3.8,648,"Unknown, Unknown",951,358
Chidambaram's New Madras Hotel,"South Indian, Chinese, Beverages",-0.7319731106880367," Lodhi Colony, New Delhi",4.3,-0.03545975816313924,4.1,1.054696625207951,https://www.zomato.com/ncr/chidambarams-new-madras-hotel-lodhi-colony-new-delhi,"7, Khanna Market, Lodhi Colony, New Delhi",91112511,28.58075409,77.22089946,"Raagi Dosa, Mini Vada, Tamarind Rice, Filtered Coffee, Dahi Vada, Mysore Masala Dosa","Pocket Friendly Restaurant, Economical, Cute Little Place, Low Price, Authentic Taste, Chinese",4.199999999999999,10518,"Raagi Dosa, Mini Vada, Tamarind Rice, Filtered Coffee, Dahi Vada, Mysore Masala Dosa, Pocket Friendly Restaurant, Economical, Cute Little Place, Low Price, Authentic Taste, Chinese",1215,171
Cinnabon,"Desserts, Bakery, Beverages, Sandwich",-0.8821598225606332," DLF Avenue, Saket, New Delhi",4.3,-0.1348508922411611,4.2,-0.30951821487329423,https://www.zomato.com/ncr/cinnabon-saket-new-delhi,"GFK 4A, Ground Floor, DLF Place Mall, Saket, New Delhi",91114111,28.52771056,77.21731368,"Caramel Cinnabon, Hot Coffee, Chocolate, Rolls, Desserts","Open Area, Perfect Place, Flavour, Seating, Good Place, Nice Place",4.25,1734,"Caramel Cinnabon, Hot Coffee, Chocolate, Rolls, Desserts, Open Area, Perfect Place, Flavour, Seating, Good Place, Nice Place",482,67
Haristo Pizzeria,"Continental, Italian, Chinese, Pizza, Beverages",-0.5817863988154403," Raj Nagar, Ghaziabad",4.3,0.11624249911384146,4.0,0.5645275918630728,https://www.zomato.com/ncr/haristo-pizzeria-raj-nagar-ghaziabad,"1, Advocate Chambers, RDC, Raj Nagar, Ghaziabad",91807711,28.67497058,77.44268764,Unknown,Unknown,4.15,7541,"Unknown, Unknown",438,251
Hotel Malabar,"Kerala, Chinese, South Indian, Biryani",-0.9572531784969315," Sector 39, Gurgaon",4.3,-0.08777088136209811,4.1,-0.2688539677123963,https://www.zomato.com/ncr/hotel-malabar-sector-39,"1305, Opposite Medanta Medicity, Sector 39, Gurgaon",91783911,28.441616,77.04483,"Mutton Coconut Fry, Banana Fritters, Vegetable Stew, Chicken Roast, Appam, Fish Curry","Bang for the Buck, Cute Little Place, Seating, Quality Food, Flavour, Great Food",4.199999999999999,2038,"Mutton Coconut Fry, Banana Fritters, Vegetable Stew, Chicken Roast, Appam, Fish Curry, Bang for the Buck, Cute Little Place, Seating, Quality Food, Flavour, Great Food",670,314
Mr. Brown,"Bakery, Desserts, Fast Food",-0.7319731106880367," Kaushambi, Ghaziabad",4.3,0.14972161796117514,4.3,-0.15424045254847532,https://www.zomato.com/ncr/mr-brown-kaushambi-ghaziabad,"Ground Floor, Under Kaushambi Metro Station, Kaushambi, Ghaziabad",91813111,28.64540368,77.3243992,"Baklava, Chocolate Pudding, Pastries, Cakes, Chocolate Truffle, Red Velvet","Excellent Variety, Coffee Date, Parking, Nice Ambience, Good Ambience, Location",4.3,2995,"Baklava, Chocolate Pudding, Pastries, Cakes, Chocolate Truffle, Red Velvet, Excellent Variety, Coffee Date, Parking, Nice Ambience, Good Ambience, Location",76,153
Delicate Delights,"Cafe, Fast Food, Desserts, Beverages",-0.5817863988154403," Sector 16, Faridabad",4.3,-0.21122513211164104,4.2,-0.41125733518318575,https://www.zomato.com/ncr/delicate-delights-sector-16-faridabad,"SCO 15, Sector 16, Faridabad",91704211,28.40896609,77.31935631,"Frozen Hot Chocolate, Fried Cheese, Tandoori Paneer Sandwich, Red Velvet, Peri Peri Fries, Wraps","Couple Friendly, Affordable Food, Cosy Place, Packed on Weekends, Cafe, Nice Ambience",4.25,1013,"Frozen Hot Chocolate, Fried Cheese, Tandoori Paneer Sandwich, Red Velvet, Peri Peri Fries, Wraps, Couple Friendly, Affordable Food, Cosy Place, Packed on Weekends, Cafe, Nice Ambience",234,286
Momo Hut,"Momos, Chinese, Tibetan, Thai",-0.7319731106880367," Gaur City 1, Greater Noida",4.3,-0.16519134369655722,3.8,1.9004815651915703,https://www.zomato.com/ncr/momo-hut-gaur-city-1-greater-noida,"Shop 225, 2nd Floor, City Plaza, Gaur City 1, Greater Noida",91995911,28.615007,77.4277,Unknown,Unknown,4.05,15781,"Unknown, Unknown",728,97
Retreat @ USI,"North Indian, Chinese, Continental, Salad",-0.28141297507024726," Vasant Vihar, New Delhi",4.3,-0.37652828142035105,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/retreat-@-usi-vasant-vihar-new-delhi,"C1, USI Premises, Rao Tula Ram Marg, Shankar Vihar, Vasant Vihar, New Delhi",91112611,28.5715975,77.15023298,"Chicken Schnitzel, Methi Paneer, Mutton Rogan Josh, Mushroom, Soup, Dessert","Family Place, Decent Place, Reasonable Prices, Decor, Courteous Staff, Location",4.13214971209213,379,"Chicken Schnitzel, Methi Paneer, Mutton Rogan Josh, Mushroom, Soup, Dessert, Family Place, Decent Place, Reasonable Prices, Decor, Courteous Staff, Location",832,402
SugarLicious,"Bakery, Desserts, Beverages, Fast Food",-0.8821598225606332," Rodeo Drive, Sector 49, Gurgaon, Gurgaon",4.3,-0.2457504734229539,4.2,0.7012787859833127,https://www.zomato.com/ncr/sugarlicious-sector-49,"Shop DG 29 - 30, Rodeo Drive, Arcadia 2, Sector 49, Delhi NCR, Delhi NCR",91836811,28.41982848,77.0516048,"Chiffon Cake, Chocolate Marble Cake, Photo Cake, Fresh Cake, Choco Truffle, Blueberry Cheesecake","Birthday Celebration, Cozy, Great Recommendations, Great Ambiance, Customer Service, Owner",4.25,8066,"Chiffon Cake, Chocolate Marble Cake, Photo Cake, Fresh Cake, Choco Truffle, Blueberry Cheesecake, Birthday Celebration, Cozy, Great Recommendations, Great Ambiance, Customer Service, Owner",73,257
Cafe Yell,"Cafe, Continental, Italian",0.018960448674945694," Defence Colony Main Market, Defence Colony, New Delhi",4.3,-0.28341448212620424,4.2,-0.19364866118702898,https://www.zomato.com/ncr/cafe-yell-defence-colony-new-delhi,"35, Ground Floor, Defence Colony Main Market, Defence Colony, New Delhi",919611,28.57369129,77.23028887,Unknown,Unknown,4.25,2330,"Unknown, Unknown",204,79
Fur Ball Story,"Cafe, Fast Food, Beverages",-0.7319731106880367," Golf Course Road, Gurgaon",4.3,-0.35141894228485077,3.2,-0.47908341538978005,https://www.zomato.com/ncr/fur-ball-story-golf-course-road,"31, Saraswati Kunj 2, Suncity, Golf Course Road, Gurgaon",91958211,28.43870053,77.1048956,Unknown,Unknown,3.75,447,"Unknown, Unknown",223,105
New Punjabi Khana,North Indian,-1.0323465344332297," Nehru Place, New Delhi",4.3,0.2438816397193011,4.0,-0.1562815151472849,https://www.zomato.com/ncr/new-punjabi-khana-2-nehru-place-new-delhi,"G-7/35-36, Near Aggarwal Bhawan, Nehru Place, New Delhi",91852711,28.54916979,77.25079805,"Shahi Paneer Rice, Kadhi Pakora, Kadhi Chawal, Rajma Rice, Deluxe Thali, Rajma Chawal","Office Crowd, Economical, Casual Seating Area, Pocket Friendly, Great Recommendations, Prompt Service",4.15,3072,"Shahi Paneer Rice, Kadhi Pakora, Kadhi Chawal, Rajma Rice, Deluxe Thali, Rajma Chawal, Office Crowd, Economical, Casual Seating Area, Pocket Friendly, Great Recommendations, Prompt Service",772,204
Puppychino Dog Friendly Cafe,"Cafe, Continental, Italian, Beverages",0.018960448674945694," Shahpur Jat, New Delhi",4.3,0.00325047300409032,3.9,-0.4767283431603844,https://www.zomato.com/ncr/puppychino-dog-friendly-cafe-shahpur-jat-new-delhi,"Shop 119, 3rd Floor, Shishan Bhawan, Shahpur Jat, New Delhi",91964311,28.54931233,77.2154187,"Blt Sandwich, Caramel Shake, Lasagne, Mocha, Chocolate Shake, Nachos","Dogs are Welcome, Happy Place, Lovely Place, Friendly Place, Wonderful Place, Cafe",4.1,801,"Blt Sandwich, Caramel Shake, Lasagne, Mocha, Chocolate Shake, Nachos, Dogs are Welcome, Happy Place, Lovely Place, Friendly Place, Wonderful Place, Cafe",206,350
China Bowl,"Chinese, Thai, Japanese, Tibetan",-0.28141297507024726," Satyaniketan, New Delhi",4.3,-0.1526366741288071,4.1,0.45415320671206394,https://www.zomato.com/ncr/china-bowl-satyaniketan-new-delhi,"10, Satyaniketan Market, Opposite Venkateshwara College, Satyaniketan, New Delhi",91987211,28.58779551,77.16726333,Unknown,Unknown,4.199999999999999,6581,"Unknown, Unknown",387,268
Fa Yian,Chinese,0.31933387242013866," Connaught Place, New Delhi",4.3,-0.19657801761593255,3.9,-0.47044815054866274,https://www.zomato.com/ncr/fa-yian-connaught-place-new-delhi,"A 25/5, Middle Circle, Connaught Place, New Delhi",91981111,28.6327827,77.21727613,"Clear Wonton Soup, Kung Pao Vegetables, Chilli Mushroom, Chicken Hakka Noodles, Pan Fried Noodles, Sweet Corn Soup","Cosy Place, Themed Decor, Light Music, Relaxed Atmosphere, Chinese, Cozy",4.1,650,"Clear Wonton Soup, Kung Pao Vegetables, Chilli Mushroom, Chicken Hakka Noodles, Pan Fried Noodles, Sweet Corn Soup, Cosy Place, Themed Decor, Light Music, Relaxed Atmosphere, Chinese, Cozy",302,53
Burger Monk,"Burger, Fast Food, Beverages",-0.7319731106880367," Baani Square, Sector 50, Gurgaon",4.3,0.05660781866702836,3.9,0.08801797744868908,https://www.zomato.com/ncr/burger-monk-sector-50,"G 103, Baani Square, Sector 50, Gurgaon",91124511,28.4256806,77.05676973,Unknown,Unknown,4.1,4449,"Unknown, Unknown",144,27
Secular House Canteen,"South Indian, Chinese, North Indian, Beverages",-0.5817863988154403," JNU, New Delhi",4.3,-0.014535308883555694,3.7,-0.23431290834792695,https://www.zomato.com/ncr/mezbaan-restaurant-jnu-new-delhi,"9/1, Secular House, Opposite JNU East Gate, JNU, New Delhi",91112711,28.54413003,77.17835862,"Mushroom Butter Masala, Paneer Tika, Afghan Chicken, Butter Paneer, Sizzlers, Chilli Potatoes","Nice Crowd, Cozy Ambiance, Friendly Place, Prompt Service, Quick Service, Best Places",4.0,2328,"Mushroom Butter Masala, Paneer Tika, Afghan Chicken, Butter Paneer, Sizzlers, Chilli Potatoes, Nice Crowd, Cozy Ambiance, Friendly Place, Prompt Service, Quick Service, Best Places",1217,134
R.E.D - Radisson Blu,"North Indian, Chinese, Italian, Asian, Thai, Japanese, Fast Food, Desserts",1.5208275674009106," Radisson Blu, Sector 18, Noida, Noida",4.3,-0.19030068283205748,3.964299424184261,-0.48583462244738085,https://www.zomato.com/ncr/r-e-d-radisson-blu-sector-18-noida,"Radisson Blu, L-2, Sector 18, Noida",919911,28.568552,77.32266314,Unknown,Unknown,4.13214971209213,558,"Unknown, Unknown",853,246
